Bank,City,Branch,Location,Review,Rating,Date
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"213 Av. Mohammed V, Marrakech 40000",La pire agence que j’ai pu rencontré avec celle en France à Lyon. Accueil déplorable et service catastrophique.  J’ai attendu 1h pour rien,1 étoile,il y a une semaine
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"4 Bd Mohamed Zerktouni, Marrakech 40000","Une agence très mauvaise, et les employés ne respectent pas leurs clients. Quant au responsable de l'agence, il manque de professionnalisme ; c'est un enfant qui passe tout son temps à jouer sur son téléphone au lieu d'accueillir les clients, en plus de son impolitesse.",1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"4 Bd Mohamed Zerktouni, Marrakech 40000","Je tiens à exprimer ma déception concernant cette agence. À chaque fois que je me rends sur place pour obtenir des renseignements, il est extrêmement difficile de trouver quelqu'un de disponible. Les employés semblent indifférents et peu professionnels, j'ai même eu l'impression qu'ils se moquaient de mes demandes. Lors de mes dernières visites, on m'a déconseillé de continuer à faire confiance à cette banque, ce qui m'a profondément choqué. Il semble y avoir un manque de professionnalisme évident et une absence de personnel en poste pour répondre aux besoins des clients. Je ne recommande malheureusement pas cette agence.",1 étoile,il y a 4 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"4 Bd Mohamed Zerktouni, Marrakech 40000","Je vous déconseille fortement de retirer de l’argent de ce guichet ou de collaborer avec cette agence, j’ai mis ma carte pour retirer la somme de 700 dhs ils ont éteint le guichet de l’intérieur et se sont contenter de me rendre ma carte guichet sans jamais rembourser les 700 dhs de l’opération non aboutie de mon compte !!!",1 étoile,il y a 5 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"JXCR+878, Bd Mohamed VI, Marrakech 40000",Pourquoi et important de marquer que la bank ferme a 15:45 quand tu le rejoins a 14:50 le sécurité vous bloque de rentrer,1 étoile,il y a un mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"JXCR+878, Bd Mohamed VI, Marrakech 40000","J'y suis depuis 16 ans. Pendant et depuis les travaux de 2023, l'équipe a totalement changé. Vous avez vraiment l'impression de les déranger et ils sont parfois désagréables. Alors qu'avant, c'était un plaisir d'y aller.",1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"JXCR+878, Bd Mohamed VI, Marrakech 40000",j'ai remarqué un manque de professionnalisme au sein de l'agence. Les employés ne semblent pas être suffisamment formés ou motivés pour offrir un service de qualité.,1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,ATTIJARIWAFABANK,"M255+8J2, Av. Ibn Sina, Marrakech 40000",Je suis allé à l'endroit avant l'heure de fermeture environ quarante minutes Mais ils ont refusé de travailler sous prétexte que les heures de travail étaient terminées.,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,Marrakech,ATTIJARIWAFABANK,"M255+8J2, Av. Ibn Sina, Marrakech 40000",The worst agency. J'arrive pas à comprendre ana had le service dialkom vous faites patienter le client w ya pas de respect pour l'horaire affiché. Sadin bkri b 1h15 w zaydin fih mazal.,1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,ATTIJARIWAFABANK,"M255+8J2, Av. Ibn Sina, Marrakech 40000",Pas de texte,5 étoiles,il y a un an
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank - Agence Majorelle,"4eme étage, appt 17, Imm. Majorelle, Angle avenue allal el fassi, Av. Yacoub El Mansour, Marrakech 40000",Services de qualité,5 étoiles,il y a 11 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank - Agence Majorelle,"4eme étage, appt 17, Imm. Majorelle, Angle avenue allal el fassi, Av. Yacoub El Mansour, Marrakech 40000","Le 11 avril, j'ai utilisé le distributeur pour retirer 1 000 DH et il n'a débloqué ni espèces ni reçu.  J'ai essayé à nouveau d'utiliser la machine mais elle a refusé.  J'ai vérifié mes opérations bancaires en ligne et les frais ont été débités de mon compte.  J'ai visité la banque le 12 avril, la banque est fermée.  Le téléphone de service à côté de la machine m'a mis en attente pendant plus de 5 minutes alors qu'il indiquait que le temps d'attente était de 5 minutes.  N'utilisez pas cette banque ou cette machine.",1 étoile,il y a un mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank - Agence Majorelle,"4eme étage, appt 17, Imm. Majorelle, Angle avenue allal el fassi, Av. Yacoub El Mansour, Marrakech 40000",0,1 étoile,il y a 7 mois
ATTIJARIWAFA BANK,Marrakech,Siège Social Attijariwafa Bank,"JXFQ+CF9, Bd Mohamed VI, Marrakech 40000","Grand espace, bon accueil, service rapide, grand parking à côté de la banque.",5 étoiles,il y a 6 mois
ATTIJARIWAFA BANK,Marrakech,Siège Social Attijariwafa Bank,"JXFQ+CF9, Bd Mohamed VI, Marrakech 40000","Il se passe actuellement à votre agence blvd My Abdellah Marrakech..il a fallu attendre plus que 70 minutes ce matin du 06/08/19pour deposer une main levée auprès de votre chef d'agence,nommée Imane..c'etait le meme cas pour une demi douzaine de clients..En plus votre chef d'agence manque beaucoup de connaissance juridique concernant mon cas;ce qui va me coûter de perte de temps en attendant la réponse.
Par la presente,veuillez nous accorder l'attention et le soin dus aux clients,et reconnus par toutes les instances bancaires.
A tout bon entendant.
QUINCHANI MOHAMED.",1 étoile,il y a 5 ans
ATTIJARIWAFA BANK,Marrakech,Siège Social Attijariwafa Bank,"JXFQ+CF9, Bd Mohamed VI, Marrakech 40000",Très mauvais service. On se fait discriminer au sein de vos agences !,1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,Banque Attijariwafa Bank,"15 شارع فلسطين, Marrakech 40000",Banque tijarri,4 étoiles,il y a 2 ans
ATTIJARIWAFA BANK,Marrakech,Banque Attijariwafa Bank,"15 شارع فلسطين, Marrakech 40000","Excellent, offrant des services de premier ordre.",4 étoiles,il y a un an
ATTIJARIWAFA BANK,Marrakech,Banque Attijariwafa Bank,"15 شارع فلسطين, Marrakech 40000",excellent,5 étoiles,il y a 5 ans
ATTIJARIWAFA BANK,Marrakech,Attijariwafa bank - التجاري وفابنك,"J2G6+W8R, Marrakesh 40000","Service client déplorable, aucun accompagnement.
Partisans du moindre effort",2 étoiles,il y a 8 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa bank - التجاري وفابنك,"J2G6+W8R, Marrakesh 40000",Une mauvaise experience... Le fonctionnaire n' a aucan sense de travail... Manque de respecter et mal traiter les gens de cote communicative.... Service nul...,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,Marrakech,Attijariwafa bank - التجاري وفابنك,"J2G6+W8R, Marrakesh 40000",Le distributeur est en panne,1 étoile,il y a 11 mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"MX4Q+74Q, Bd 18 Novembre, Marrakech 40000","Directeur nul, il n’avait pas le sens de communication!!!!",1 étoile,il y a un mois
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",Personnelles minables hypocrites manque du professionnalisme. Ps de respect envers les clients . on a l impression d assister à un des spectacles de jamah lafna . Personnelles absent pendant les heures de services . Directeur d agence qui fait plus le clown que son job . Aller ds cette agence pour le divertissement et pas pour régler vos affaires,1 étoile,il y a un an
ATTIJARIWAFA BANK,Marrakech,Attijariwafa Bank,"MX4Q+74Q, Bd 18 Novembre, Marrakech 40000",GAB de depot 7/7 est tjr fermé !!,1 étoile,il y a un mois
BANK OF AFRICA,Marrakech,Bank of Africa,"J2CH+GF3, Rte des Remparts, Marrakech 40000","Une honte , pour faire un virement en direct pour une société  marocaine il faut attendre 24 heures selon guichetier de l agence carré éden.  Pire le directeur de l agence de l avenue el fassi au lieu de ressoudre la lenteur d'un agent d une autre banque ce  renvoi au client même de régler ce problème.  BRAVO BMCE",1 étoile,il y a un an
BANK OF AFRICA,Marrakech,Bank of Africa,"J2CH+GF3, Rte des Remparts, Marrakech 40000",Service null tjrs problème du respect sur tt le sécurité,1 étoile,il y a un an
BANK OF AFRICA,Marrakech,Bank of Africa,"J2CH+GF3, Rte des Remparts, Marrakech 40000","Service nul, l'attente à l'extérieur de l'agence de plus que 1h sous prétexte de déjeuner des employés. C'est honteux.",1 étoile,il y a 3 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"MX5V+XHR, Bd Allal Al Fassi, Marrakech 40000","Le conseiller client est très imbu de lui-même. Il est impoli, ne répond pas au salut. Le client  reste debout pendant tout le service. Ses amabilités se font à la tête du client. A croire que le client vient le voir pour une faveur. Il y a une dame au guichet qui est très sympa",1 étoile,il y a 3 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"MX5V+XHR, Bd Allal Al Fassi, Marrakech 40000",Service nul beaucoup d retard un seul agent a la caisse ça fait 1h que j attend,1 étoile,il y a 9 mois
BANK OF AFRICA,Marrakech,Bank of Africa,"MX5V+XHR, Bd Allal Al Fassi, Marrakech 40000","J’avais jamais eu de problème! Ce fut mon agence jadis, à Marrakech! J’avais toujours été bien accueilli et le personnel banquier  répondaient suffisamment à mes besoins. J’avais jamais eu à faire ace le directeur ni à d’autre responsable! Toutefois, il y a probablement des choses à améliorer car j’ai assisté une fois à altercation entre une dame (cliente) et le directeur de l’agence... quoi qu’il en soit merci beaucoup pour vos services, me concernant...",3 étoiles,il y a 4 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"JXFC+83F, Marrakech 40150","Service tres null Je suis venu retirer de l'argent à la dame qui était à la réception comme si je demandais de la charité, pas de réception, pas très traité malheureusement, j'ai commencé à penser à retirer mon argent et à chercher une autre agence Les travailleurs ne représentent pas bien l'entreprise et cela peut nuire quelque peu à sa réputation",1 étoile,il y a 4 mois
BANK OF AFRICA,Marrakech,Bank of Africa,"JXFC+83F, Marrakech 40150","Incompétence et bordel total,
Client depuis 16 ans, je n’ai jamais vu une équipe pareille…
J’attend une validation de dossier mainlevée depuis plus 8 semaines alors que …",1 étoile,il y a un an
BANK OF AFRICA,Marrakech,Bank of Africa,"JXFC+83F, Marrakech 40150","Directions très courtois ,et échange agréable, je conseille cette banque qui mérite d'avoir 5 ✨",5 étoiles,il y a un an
BANK OF AFRICA,Marrakech,Bank of Africa,"J2WC+6HM، طريق فاس, Marrakesh 40000","Le service c'est très null ils restent 2h pour une seule opération....
Je  ne recommande pas cette agence",1 étoile,il y a 3 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"J2WC+6HM، طريق فاس, Marrakesh 40000",Bon qualité de service à recomander,5 étoiles,il y a 2 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"J2WC+6HM، طريق فاس, Marrakesh 40000",L'agence du BMCE la plus lente de l'univers,1 étoile,il y a 7 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000","Service nul, il sont pas pro. Il mon fait déplacer 3 fois, car ils ont oublié à chaque foie quelque chose.",1 étoile,il y a un an
BANK OF AFRICA,Marrakech,Bank of Africa,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000",Service nul j'ai obligé de mettre une étoile car Google il me demande .,1 étoile,il y a 2 ans
BANK OF AFRICA,Marrakech,Bank of Africa,"JXXX+3Q9, Bd Allal Al Fassi, Marrakech 40000","Mauvaise service surtout un gamin dans la caisse, il traite les clients comme des animaux, il est trooop jeun pour le poste "" raj3oh yatraba chwia """,1 étoile,il y a 6 ans
BANK OF AFRICA,Marrakech,BMCE Bank of Africa,"841 Rte de Safi, Marrakech","Je n’ai jamais pensé publier un avis sur une banque, mais je dois dire que tous les avis négatifs lus sont malheureusement fondés. À 15h30, aucune personne au guichet, plus de 10 clients en attente, et aucune explication fournie. C’est inadmissible pour un service bancaire.",1 étoile,il y a 2 semaines
BANK OF AFRICA,Marrakech,BMCE Bank of Africa,"841 Rte de Safi, Marrakech",Service nullisime. Personne ne répond jamais au téléphone.,1 étoile,il y a 3 mois
BANK OF AFRICA,Marrakech,BMCE Bank of Africa,"841 Rte de Safi, Marrakech","Service nul, Il est préférable d'éviter de traiter avec cette agence, car j’ai été soumis à de mauvais traitements de la part de caissier, qui m’a crié et m’a blâmé sans raison, nuisant ainsi à la réputation de la banque.",1 étoile,il y a un an
BANK OF AFRICA,Marrakech,Bank of Africa,"HXVC+R8J, Marrakech 40160","La pire banque que j'ai jamais vue de ma vie, je vous conseille à tous de ne pas avoir de compte chez bmce. Manque de communication, j'ai un problème depuis 2 ans et il n'est pas encore résolu. J'ai payé pour recevoir ma carte, comme on dit, au bout de 21 jours, et maintenant cela fait 2 mois sans carte et j'attends toujours. Le personnel impoli promet de résoudre les problèmes mais aucune action",1 étoile,il y a 9 mois
BANK OF AFRICA,Marrakech,Bank of Africa,"HXVC+R8J, Marrakech 40160","La pire banque que j'ai jamais vue. Je vous conseille à tous de ne pas avoir de compte chez bmce.
Manque de communication, je suis confronté à un problème depuis 2 ans et …",1 étoile,il y a 9 mois
BANK OF AFRICA,Marrakech,Bank of Africa,"HXVC+R8J, Marrakech 40160","A EVITER
La pire banque de tous les temps, mauvaise organisation, tant de gens attendent à chaque instant de la journée que vous essayez d'être servi, les employés ont l'air d'être obligés de le faire, et plus que tout cela, ils vous demandent de faire une copie de votre carte d'identité/documents et de revenir, car ils NE FOURNISSENT PAS ce service dans cette agence, banque libre-service 🤔,
Quoi qu'il en soit, A EVITER",1 étoile,il y a 7 mois
BANK OF AFRICA,Marrakech,Bank of Africa,"JXG4+VQG, Av. Essaouira, Marrakech 40150","Mafia, bande criminelle organisée.",1 étoile,il y a 6 ans
